Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
BS53322,California,19165.9,No,Basic,0,High School or Below,0,6/1/2024,Employed,1,F,104946,Urban,2,Married,1,159,24,63,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,625.67,SUV,4,Small,0
TM68292,California,6162.09,No,Basic,0,Master,3,6/1/2024,Medical Leave,2,F,17045,Suburban,1,Single,0,93,42,20,4,3,Personal Auto,0,Personal L2,1,4,Branch,1,447.12,Four-Door Car,1,Small,0
KM22467,California,7359.93,No,Basic,0,Bachelor,2,6/1/2024,Employed,1,M,75462,Suburban,1,Married,1,93,47,117,0,6,Personal Auto,0,Personal L3,2,1,Agent,2,596.63,Two-Door Car,0,Medsize,1
JB32090,California,4110.83,No,Extended,1,High School or Below,0,6/1/2024,Employed,1,F,72145,Suburban,1,Married,1,103,15,105,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,492.48,Two-Door Car,0,Medsize,1
MD32702,California,4823.94,No,Basic,0,Bachelor,2,6/1/2024,Unemployed,0,F,0,Suburban,1,Single,0,147,34,28,1,1,Personal Auto,0,Personal L3,2,1,Call Center,3,706.32,SUV,4,Medsize,1
NH99355,California,6256.89,No,Basic,0,High School or Below,0,6/1/2024,Unemployed,0,M,0,Suburban,1,Married,1,84,39,80,0,3,Personal Auto,0,Personal L2,1,3,Call Center,3,401.76,Four-Door Car,1,Medsize,1
CC92362,California,12064.1,No,Premium,2,Bachelor,2,6/1/2024,Disabled,4,M,24490,Suburban,1,Married,1,157,3,117,0,3,Personal Auto,0,Personal L3,2,2,Call Center,3,975.25,Four-Door Car,1,Small,0
IX32007,California,3867.51,No,Basic,0,Bachelor,2,6/1/2024,Unemployed,0,M,0,Suburban,1,Single,0,147,3,11,4,1,Personal Auto,0,Personal L2,1,3,Call Center,3,1546.76,SUV,4,Small,0
UV44323,California,6619.23,No,Extended,1,College,1,6/1/2024,Unemployed,0,F,0,Suburban,1,Married,1,180,15,128,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,861.84,SUV,4,Large,2
RX14132,California,9757.81,No,Basic,0,High School or Below,0,6/1/2024,Employed,1,M,35000,Suburban,1,Married,1,82,38,92,0,2,Personal Auto,0,Personal L1,0,4,Agent,2,395.28,Two-Door Car,0,Small,0
HO82823,California,4534.02,No,Extended,1,Bachelor,2,6/1/2024,Employed,1,F,80145,Rural,0,Married,1,113,8,65,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,9.29,Four-Door Car,1,Medsize,1
YM19146,California,5535.54,No,Premium,2,College,1,6/1/2024,Employed,1,F,64477,Suburban,1,Single,0,140,22,78,0,1,Personal Auto,0,Personal L2,1,1,Branch,1,730.73,Four-Door Car,1,Large,2
DP39365,California,11878.38,No,Premium,2,Master,3,6/2/2024,Employed,1,M,103985,Urban,2,Married,1,149,12,111,2,3,Corporate Auto,1,Corporate L1,3,2,Agent,2,637.24,Four-Door Car,1,Medsize,1
FV94802,Nevada,3465.27,No,Basic,0,High School or Below,0,6/2/2024,Medical Leave,2,M,33816,Suburban,1,Married,1,90,19,9,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,613.23,Two-Door Car,0,Medsize,1
DM79012,Oregon,9964.32,No,Extended,1,Master,3,6/2/2024,Employed,1,F,88703,Suburban,1,Married,1,123,26,116,0,8,Personal Auto,0,Personal L3,2,2,Web,0,589.68,Four-Door Car,1,Small,0
LN31673,Washington,15279.42,No,Extended,1,College,1,6/2/2024,Employed,1,M,52546,Rural,0,Married,1,134,8,112,2,2,Personal Auto,0,Personal L3,2,1,Agent,2,156.23,Four-Door Car,1,Medsize,1
NR15332,California,3484.5,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,M,40172,Suburban,1,Married,1,88,18,74,0,1,Personal Auto,0,Personal L2,1,2,Web,0,421.2,Four-Door Car,1,Small,0
RI24911,Arizona,10135.06,Yes,Basic,0,College,1,6/2/2024,Employed,1,M,82242,Urban,2,Single,0,86,14,82,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,312.12,Two-Door Car,0,Medsize,1
EM66435,Oregon,3541.48,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,F,108284,Rural,0,Divorced,2,88,41,38,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,27.73,Four-Door Car,1,Medsize,1
AY40674,Washington,6508.91,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,F,35887,Suburban,1,Married,1,173,8,62,4,1,Personal Auto,0,Personal L2,1,2,Agent,2,829.44,SUV,4,Medsize,1
WU60905,California,11624.4,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,150,36,49,0,9,Corporate Auto,1,Corporate L1,3,3,Web,0,719.28,SUV,4,Medsize,1
GN45013,Oregon,7270.9,No,Basic,0,High School or Below,0,6/2/2024,Medical Leave,2,M,40046,Suburban,1,Married,1,96,1,93,0,3,Personal Auto,0,Personal L1,0,1,Agent,2,460.08,Four-Door Car,1,Medsize,1
GF65731,California,47976.09,No,Basic,0,Master,3,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,153,20,8,0,2,Personal Auto,0,Personal L3,2,1,Call Center,3,1079.9,Sports Car,2,Large,2
ZR25747,Oregon,11174.96,No,Premium,2,College,1,6/2/2024,Employed,1,F,61097,Suburban,1,Married,1,139,45,122,0,4,Corporate Auto,1,Corporate L1,3,3,Call Center,3,667.44,Two-Door Car,0,Medsize,1
LL62746,Oregon,12110.37,No,Basic,0,Doctor,4,6/2/2024,Medical Leave,2,M,17319,Urban,2,Married,1,159,45,1,0,9,Personal Auto,0,Personal L1,0,2,Call Center,3,443.11,SUV,4,Medsize,1
AW73065,Oregon,3769.07,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,100,47,80,0,1,Personal Auto,0,Personal L1,0,1,Agent,2,719.28,Four-Door Car,1,Small,0
SH55671,Arizona,15408.15,No,Premium,2,College,1,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,217,4,96,1,9,Personal Auto,0,Personal L3,2,1,Branch,1,1043.28,Sports Car,2,Small,0
TN50051,California,3992.98,No,Basic,0,Doctor,4,6/2/2024,Employed,1,F,112479,Urban,2,Divorced,2,99,28,57,0,1,Personal Auto,0,Personal L1,0,3,Web,0,285.3,Two-Door Car,0,Medsize,1
KM33477,Oregon,11543.02,No,Basic,0,College,1,6/2/2024,Employed,1,M,29340,Suburban,1,Single,0,99,23,50,0,2,Corporate Auto,1,Corporate L2,4,2,Web,0,709.56,Four-Door Car,1,Medsize,1
ZO83562,Nevada,3212.65,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,90,22,122,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,668.18,Four-Door Car,1,Medsize,1
CB58476,Oregon,6980.6,No,Basic,0,College,1,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,96,7,27,0,5,Corporate Auto,1,Corporate L2,4,1,Call Center,3,1160.46,Four-Door Car,1,Small,0
FS76657,Oregon,7386.98,No,Basic,0,College,1,6/2/2024,Employed,1,F,72260,Urban,2,Married,1,92,36,93,0,4,Personal Auto,0,Personal L3,2,1,Agent,2,376.52,Four-Door Car,1,Medsize,1
KJ87930,California,5246.78,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,151,18,80,0,1,Corporate Auto,1,Corporate L2,4,1,Agent,2,1601.08,SUV,4,Medsize,1
VB87946,California,6709.98,No,Basic,0,College,1,6/2/2024,Employed,1,M,67114,Urban,2,Married,1,85,39,86,3,4,Personal Auto,0,Personal L3,2,3,Branch,1,359.32,Four-Door Car,1,Medsize,1
KU61611,Arizona,5841.58,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,M,93204,Suburban,1,Married,1,146,5,119,0,1,Corporate Auto,1,Corporate L3,5,1,Call Center,3,699.84,Sports Car,2,Small,0
CX99919,Nevada,5576.35,No,Basic,0,College,1,6/2/2024,Retired,3,F,38233,Suburban,1,Single,0,150,46,43,0,1,Corporate Auto,1,Corporate L3,5,3,Branch,1,725.48,SUV,4,Medsize,1
VH62084,California,18052.64,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,100,24,78,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1094.97,Four-Door Car,1,Medsize,1
IA15979,Washington,9380.24,No,Extended,1,College,1,6/2/2024,Employed,1,M,54807,Urban,2,Single,0,123,47,132,0,5,Personal Auto,0,Personal L3,2,1,Agent,2,408.77,Four-Door Car,1,Medsize,1
SG32258,Arizona,3262.33,No,Basic,0,College,1,6/2/2024,Medical Leave,2,F,25574,Rural,0,Married,1,85,27,86,0,1,Personal Auto,0,Personal L3,2,4,Call Center,3,169.12,Four-Door Car,1,Medsize,1
PM61374,California,10917.75,No,Premium,2,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,149,12,31,0,6,Personal Auto,0,Personal L1,0,1,Web,0,743.62,Two-Door Car,0,Medsize,1
MD87746,Oregon,10135.06,Yes,Basic,0,College,1,6/2/2024,Employed,1,M,82242,Urban,2,Single,0,86,14,82,0,2,Personal Auto,0,Personal L2,1,2,Agent,2,312.12,Two-Door Car,0,Medsize,1
UN39066,Washington,5925.53,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,36013,Suburban,1,Married,1,151,9,130,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,725.76,SUV,4,Large,2
XE18554,California,14089.38,No,Extended,1,Bachelor,2,6/2/2024,Medical Leave,2,F,32639,Suburban,1,Married,1,124,5,50,1,2,Personal Auto,0,Personal L2,1,1,Agent,2,596.16,Four-Door Car,1,Medsize,1
CE94751,California,6167.91,No,Basic,0,College,1,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,95,7,45,1,7,Personal Auto,0,Personal L3,2,1,Branch,1,708.53,Two-Door Car,0,Medsize,1
DM76654,California,62926.03,No,Extended,1,College,1,6/2/2024,Employed,1,M,29730,Suburban,1,Single,0,184,47,1,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,1321.92,SUV,4,Large,2
VO25602,Nevada,10274.63,No,Extended,1,College,1,6/2/2024,Employed,1,F,133246,Rural,0,Married,1,127,30,89,0,3,Personal Auto,0,Personal L1,0,1,Branch,1,107.48,Four-Door Car,1,Small,0
ZU74482,Oregon,10135.06,Yes,Basic,0,College,1,6/2/2024,Employed,1,M,82242,Urban,2,Single,0,86,14,82,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,312.12,Two-Door Car,0,Medsize,1
RL74454,Nevada,6948.6,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,F,44781,Urban,2,Married,1,88,36,23,0,3,Personal Auto,0,Personal L3,2,2,Branch,1,319.47,Four-Door Car,1,Medsize,1
FP93662,California,21338.82,No,Extended,1,Master,3,6/2/2024,Employed,1,F,78997,Suburban,1,Married,1,132,19,101,0,2,Corporate Auto,1,Corporate L2,4,4,Branch,1,635.04,Two-Door Car,0,Large,2
VG31922,Nevada,8796.89,No,Premium,2,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,236,16,81,0,1,Personal Auto,0,Personal L3,2,1,Call Center,3,1648.54,SUV,4,Small,0
QZ77637,Washington,15747.88,No,Basic,0,College,1,6/2/2024,Employed,1,F,114720,Rural,0,Married,1,97,16,69,1,2,Corporate Auto,1,Corporate L1,3,1,Agent,2,225.14,Four-Door Car,1,Large,2
VF73104,Arizona,6772.72,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,F,28172,Rural,0,Married,1,85,26,18,0,8,Personal Auto,0,Personal L3,2,3,Agent,2,181.75,Four-Door Car,1,Medsize,1
GJ63103,Oregon,24940.86,No,Basic,0,High School or Below,0,6/2/2024,Medical Leave,2,F,37623,Suburban,1,Married,1,90,24,80,0,2,Personal Auto,0,Personal L3,2,1,Web,0,651.24,Two-Door Car,0,Small,0
RN88075,Washington,4079.62,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,113,35,50,0,1,Personal Auto,0,Personal L1,0,1,Branch,1,945.98,Two-Door Car,0,Medsize,1
IE84844,Nevada,6375.02,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,88,39,43,0,3,Personal Auto,0,Personal L2,1,3,Agent,2,884.91,Four-Door Car,1,Medsize,1
YW26148,California,17539.57,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,97,11,82,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,699.84,Four-Door Car,1,Medsize,1
ON30714,California,6659.39,No,Basic,0,College,1,6/2/2024,Employed,1,M,100992,Urban,2,Married,1,82,9,47,0,3,Personal Auto,0,Personal L2,1,2,Branch,1,383.11,Two-Door Car,0,Small,0
FM61329,California,18373.65,No,Basic,0,College,1,6/2/2024,Employed,1,M,67694,Suburban,1,Married,1,154,0,47,0,2,Personal Auto,0,Personal L3,2,2,Web,0,1062.36,SUV,4,Medsize,1
MY23958,California,10229.04,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,157,27,12,2,6,Personal Auto,0,Personal L3,2,2,Branch,1,1127.52,Sports Car,2,Medsize,1
FN61865,Nevada,5766.12,No,Premium,2,Master,3,6/2/2024,Employed,1,F,35431,Rural,0,Single,0,149,8,58,0,1,Personal Auto,0,Personal L3,2,4,Call Center,3,59.78,Two-Door Car,0,Medsize,1
QW60568,California,11998.99,No,Premium,2,College,1,6/2/2024,Employed,1,M,79365,Rural,0,Married,1,150,5,93,0,3,Corporate Auto,1,Corporate L2,4,3,Call Center,3,290.84,Four-Door Car,1,Medsize,1
CA79988,Oregon,3446.43,No,Basic,0,College,1,6/2/2024,Employed,1,M,44717,Rural,0,Single,0,90,47,9,0,1,Personal Auto,0,Personal L1,0,1,Call Center,3,108.16,Four-Door Car,1,Large,2
QU40939,Arizona,12927.27,No,Extended,1,College,1,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,119,4,86,0,2,Personal Auto,0,Personal L3,2,4,Web,0,855.36,Four-Door Car,1,Medsize,1
GR37045,Nevada,4038.79,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,108,12,130,0,1,Corporate Auto,1,Corporate L2,4,2,Web,0,777.6,Four-Door Car,1,Small,0
YL91587,Arizona,3205.1,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,M,66030,Suburban,1,Single,0,82,20,8,0,1,Personal Auto,0,Personal L2,1,3,Call Center,3,395.28,Two-Door Car,0,Large,2
DW62397,Oregon,30788.73,No,Basic,0,Master,3,6/2/2024,Retired,3,F,13955,Suburban,1,Married,1,90,22,76,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,434.16,Four-Door Car,1,Small,0
QL10321,California,7787.92,No,Basic,0,Doctor,4,6/2/2024,Employed,1,F,124887,Rural,0,Married,1,96,22,58,0,8,Personal Auto,0,Personal L2,1,3,Agent,2,147.55,Four-Door Car,1,Medsize,1
MF41879,Oregon,11090.77,No,Basic,0,Doctor,4,6/2/2024,Unemployed,0,M,0,Suburban,1,Married,1,149,14,43,0,7,Personal Auto,0,Personal L2,1,2,Web,0,811.38,SUV,4,Small,0
GO75708,Arizona,8173.56,No,Extended,1,Master,3,6/2/2024,Disabled,4,F,23220,Rural,0,Married,1,112,7,84,4,8,Personal Auto,0,Personal L2,1,1,Branch,1,65.85,Four-Door Car,1,Medsize,1
OM55336,Nevada,10135.06,Yes,Basic,0,College,1,6/2/2024,Employed,1,M,82242,Urban,2,Single,0,86,14,82,0,2,Personal Auto,0,Personal L2,1,2,Agent,2,312.12,Two-Door Car,0,Medsize,1
PE39479,Washington,24733.92,No,Extended,1,College,1,6/2/2024,Employed,1,M,119599,Urban,2,Married,1,103,26,1,0,2,Corporate Auto,1,Corporate L3,5,1,Branch,1,269.73,Four-Door Car,1,Large,2
ES93923,Oregon,11877.72,No,Premium,2,Bachelor,2,6/2/2024,Employed,1,F,33143,Suburban,1,Married,1,150,16,8,0,9,Personal Auto,0,Personal L1,0,2,Agent,2,723.61,Four-Door Car,1,Small,0
BN90616,Washington,11596.95,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,F,85199,Rural,0,Married,1,97,31,113,0,2,Personal Auto,0,Personal L3,2,3,Agent,2,92.04,Four-Door Car,1,Medsize,1
WL86517,Nevada,5418.85,No,Extended,1,Doctor,4,6/2/2024,Employed,1,F,125933,Suburban,1,Married,1,134,9,35,0,1,Personal Auto,0,Personal L3,2,3,Web,0,641.52,Two-Door Car,0,Medsize,1
OE15600,California,3435.71,No,Basic,0,College,1,6/2/2024,Employed,1,M,123078,Rural,0,Single,0,88,7,68,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,188.66,Two-Door Car,0,Medsize,1
GB47529,Oregon,7285.1,No,Extended,1,High School or Below,0,6/2/2024,Employed,1,F,54416,Suburban,1,Divorced,2,184,5,93,0,1,Corporate Auto,1,Corporate L3,5,1,Web,0,881.28,Sports Car,2,Medsize,1
CN16311,Oregon,7393.31,No,Basic,0,Master,3,6/2/2024,Employed,1,F,70494,Rural,0,Married,1,92,15,115,0,8,Corporate Auto,1,Corporate L3,5,2,Call Center,3,45.61,Four-Door Car,1,Medsize,1
VT84289,California,7975.68,No,Basic,0,College,1,6/2/2024,Employed,1,F,118525,Suburban,1,Single,0,100,31,14,0,4,Personal Auto,0,Personal L1,0,1,Agent,2,479.52,Four-Door Car,1,Medsize,1
IN77241,Washington,7282.85,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,89070,Urban,2,Married,1,90,4,68,0,3,Corporate Auto,1,Corporate L1,3,2,Branch,1,339.92,Two-Door Car,0,Medsize,1
FV58292,Oregon,7500.37,Yes,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,99920,Suburban,1,Single,0,97,16,82,0,6,Personal Auto,0,Personal L3,2,2,Call Center,3,636.45,Four-Door Car,1,Small,0
ON90223,Washington,17342.7,No,Basic,0,College,1,6/2/2024,Employed,1,M,125834,Suburban,1,Married,1,144,8,12,2,2,Personal Auto,0,Personal L3,2,1,Agent,2,693.36,SUV,4,Small,0
KR35099,Washington,10135.06,Yes,Basic,0,College,1,6/2/2024,Employed,1,M,82242,Urban,2,Single,0,86,14,82,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,312.12,Two-Door Car,0,Medsize,1
GH64274,California,34837.11,No,Extended,1,High School or Below,0,6/2/2024,Employed,1,M,30660,Suburban,1,Married,1,111,11,100,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,531.36,Two-Door Car,0,Medsize,1
ZX56541,California,6688.29,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,61194,Suburban,1,Married,1,88,18,9,3,4,Personal Auto,0,Personal L1,0,4,Call Center,3,421.2,Two-Door Car,0,Medsize,1
KI83797,Oregon,6632.71,No,Basic,0,College,1,6/2/2024,Employed,1,F,65198,Urban,2,Single,0,85,34,130,0,8,Personal Auto,0,Personal L1,0,1,Branch,1,391.91,Four-Door Car,1,Medsize,1
EZ80325,California,6140.19,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,178,7,119,3,1,Personal Auto,0,Personal L2,1,1,Branch,1,1283.04,Sports Car,2,Large,2
TL39050,Arizona,32255.96,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,F,53780,Rural,0,Married,1,271,15,85,0,2,Corporate Auto,1,Corporate L3,5,1,Web,0,514.76,Luxury SUV,5,Medsize,1
EB72052,Oregon,16342.15,No,Basic,0,College,1,6/2/2024,Employed,1,M,45016,Suburban,1,Divorced,2,138,46,50,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,937.01,SUV,4,Medsize,1
GN76399,Nevada,11041,No,Premium,2,Bachelor,2,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,151,23,39,0,7,Personal Auto,0,Personal L3,2,1,Call Center,3,1088.64,Four-Door Car,1,Medsize,1
LY90785,Oregon,7820.76,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,129240,Suburban,1,Married,1,97,26,111,0,3,Corporate Auto,1,Corporate L3,5,1,Agent,2,641.82,Two-Door Car,0,Small,0
SE47384,California,7460.69,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,F,127211,Suburban,1,Married,1,185,28,111,0,1,Special Auto,2,Special L3,8,3,Agent,2,887.76,SUV,4,Medsize,1
BV80674,Oregon,5860.16,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,167,8,46,0,1,Personal Auto,0,Personal L2,1,3,Call Center,3,803.52,SUV,4,Medsize,1
LI77073,Oregon,9585.44,No,Premium,2,College,1,6/2/2024,Employed,1,M,42755,Suburban,1,Married,1,242,45,4,0,1,Corporate Auto,1,Corporate L3,5,3,Agent,2,1739.88,Sports Car,2,Large,2
QU52713,California,5520.2,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,58289,Urban,2,Married,1,139,46,100,0,1,Corporate Auto,1,Corporate L3,5,2,Agent,2,568.31,SUV,4,Medsize,1
JL49772,Arizona,32736.6,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,F,45429,Urban,2,Married,1,93,28,50,1,2,Personal Auto,0,Personal L2,1,1,Call Center,3,443.68,Four-Door Car,1,Medsize,1
KP22549,Oregon,4260.48,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,M,78588,Rural,0,Married,1,107,30,68,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,53.61,Four-Door Car,1,Medsize,1
FY30870,California,25068.83,No,Extended,1,High School or Below,0,6/2/2024,Employed,1,F,44221,Urban,2,Married,1,126,24,90,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,514.51,Two-Door Car,0,Medsize,1
WH76688,Oregon,7500.37,Yes,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,99920,Suburban,1,Single,0,97,16,82,0,6,Personal Auto,0,Personal L3,2,2,Call Center,3,636.45,Four-Door Car,1,Small,0
II49996,Arizona,7500.37,Yes,Basic,0,Bachelor,2,6/2/2024,Employed,1,M,99920,Suburban,1,Single,0,97,16,82,0,6,Personal Auto,0,Personal L1,0,2,Call Center,3,636.45,Four-Door Car,1,Small,0
BZ81849,Arizona,10117.02,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Married,1,92,8,34,0,2,Personal Auto,0,Personal L3,2,3,Call Center,3,440.64,Four-Door Car,1,Medsize,1
SY28542,Nevada,10006.38,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,F,80919,Urban,2,Single,0,127,23,12,0,3,Personal Auto,0,Personal L3,2,3,Web,0,409.18,Four-Door Car,1,Medsize,1
SQ53118,California,10629.51,No,Basic,0,College,1,6/2/2024,Employed,1,M,30179,Suburban,1,Married,1,96,36,12,3,2,Personal Auto,0,Personal L2,1,2,Branch,1,460.08,Four-Door Car,1,Medsize,1
KR53335,Washington,9607.34,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,89,7,62,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,427.68,Four-Door Car,1,Small,0
XO17798,Washington,7867.1,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,M,61822,Suburban,1,Married,1,100,4,51,0,5,Personal Auto,0,Personal L1,0,2,Agent,2,607,Four-Door Car,1,Small,0
KU69274,Arizona,19261.71,No,Extended,1,High School or Below,0,6/2/2024,Disabled,4,F,23162,Suburban,1,Married,1,166,45,20,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1040.51,SUV,4,Small,0
UM83813,Oregon,18062.74,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,262,18,112,0,3,Personal Auto,0,Personal L1,0,3,Web,0,1885.68,Luxury SUV,5,Small,0
XM87301,Oregon,3236.67,No,Basic,0,Bachelor,2,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,89,31,1,0,1,Personal Auto,0,Personal L3,2,2,Web,0,805.27,Four-Door Car,1,Medsize,1
RX45809,California,20053.16,No,Basic,0,College,1,6/2/2024,Employed,1,M,51164,Rural,0,Married,1,252,12,15,0,5,Personal Auto,0,Personal L1,0,4,Branch,1,333.44,Luxury SUV,5,Medsize,1
JP88955,Oregon,11983.5,No,Basic,0,High School or Below,0,6/2/2024,Employed,1,M,41209,Urban,2,Single,0,155,32,47,0,3,Personal Auto,0,Personal L2,1,2,Call Center,3,496.83,Sports Car,2,Small,0
TY30683,Oregon,4761.99,No,Extended,1,College,1,6/2/2024,Disabled,4,F,35311,Suburban,1,Single,0,130,36,68,0,1,Corporate Auto,1,Corporate L2,4,2,Agent,2,622.08,Four-Door Car,1,Medsize,1
BH68769,Oregon,8569.12,No,Extended,1,Bachelor,2,6/2/2024,Employed,1,M,57050,Suburban,1,Married,1,109,1,20,0,3,Personal Auto,0,Personal L2,1,2,Call Center,3,714.83,Two-Door Car,0,Small,0
VF33776,Nevada,42213.52,No,Extended,1,High School or Below,0,6/2/2024,Employed,1,F,121890,Rural,0,Married,1,134,5,119,3,2,Corporate Auto,1,Corporate L1,3,2,Web,0,222.07,Four-Door Car,1,Medsize,1
UZ42802,Oregon,6110.92,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,M,0,Suburban,1,Single,0,182,38,89,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,2047.12,Sports Car,2,Large,2
KS46420,Washington,18105.27,No,Basic,0,Master,3,6/2/2024,Employed,1,F,35289,Rural,0,Married,1,151,15,68,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,310.11,SUV,4,Medsize,1
GM48223,Oregon,7373.66,No,Basic,0,Bachelor,2,6/2/2024,Employed,1,F,57578,Rural,0,Married,1,93,14,124,0,5,Personal Auto,0,Personal L1,0,3,Agent,2,48.01,Four-Door Car,1,Medsize,1
WE11250,Washington,16471.06,No,Basic,0,College,1,6/2/2024,Employed,1,F,81381,Rural,0,Married,1,138,31,117,0,2,Corporate Auto,1,Corporate L3,5,1,Agent,2,162.11,SUV,4,Large,2
JZ64443,Washington,6352.55,No,Extended,1,Bachelor,2,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,105,28,31,3,3,Corporate Auto,1,Corporate L3,5,4,Agent,2,749.87,Four-Door Car,1,Large,2
FM10372,California,5152.15,No,Extended,1,College,1,6/2/2024,Employed,1,F,111259,Rural,0,Divorced,2,128,14,115,0,1,Personal Auto,0,Personal L3,2,4,Branch,1,41.07,Four-Door Car,1,Large,2
GQ32356,Nevada,5226.9,No,Premium,2,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,150,14,101,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,1078.92,Four-Door Car,1,Medsize,1
RW86245,Arizona,6761.17,No,Extended,1,High School or Below,0,6/2/2024,Employed,1,M,125366,Rural,0,Married,1,166,18,81,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,130.06,SUV,4,Medsize,1
GQ26671,California,3025.5,No,Basic,0,High School or Below,0,6/2/2024,Unemployed,0,F,0,Suburban,1,Single,0,85,7,9,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,612.36,Two-Door Car,0,Medsize,1
